Date,Artist,Song,Week
1959-12-24,Guy Mitchell,Heartaches By The Number,2
1959-12-25,Guy Mitchell,Heartaches By The Number,2
1959-12-26,Guy Mitchell,Heartaches By The Number,2
1959-12-27,Guy Mitchell,Heartaches By The Number,2
1959-12-28,Frankie Avalon,Why,1
1959-12-29,Frankie Avalon,Why,1
1959-12-30,Frankie Avalon,Why,1
1959-12-31,Frankie Avalon,Why,1
1960-01-01,Frankie Avalon,Why,1
1960-01-02,Frankie Avalon,Why,1
1960-01-03,Frankie Avalon,Why,1
1960-01-04,Marty Robbins,El Paso,2
1960-01-05,Marty Robbins,El Paso,2
1960-01-06,Marty Robbins,El Paso,2
1960-01-07,Marty Robbins,El Paso,2
1960-01-08,Marty Robbins,El Paso,2
1960-01-09,Marty Robbins,El Paso,2
1960-01-10,Marty Robbins,El Paso,2
1960-01-11,Marty Robbins,El Paso,2
1960-01-12,Marty Robbins,El Paso,2
1960-01-13,Marty Robbins,El Paso,2
1960-01-14,Marty Robbins,El Paso,2
1960-01-15,Marty Robbins,El Paso,2
1960-01-16,Marty Robbins,El Paso,2
1960-01-17,Marty Robbins,El Paso,2
1960-01-18,Johnny Preston,Running Bear,3
1960-01-19,Johnny Preston,Running Bear,3
1960-01-20,Johnny Preston,Running Bear,3
1960-01-21,Johnny Preston,Running Bear,3
1960-01-22,Johnny Preston,Running Bear,3
1960-01-23,Johnny Preston,Running Bear,3
1960-01-24,Johnny Preston,Running Bear,3
1960-01-25,Johnny Preston,Running Bear,3
1960-01-26,Johnny Preston,Running Bear,3
1960-01-27,Johnny Preston,Running Bear,3
1960-01-28,Johnny Preston,Running Bear,3
1960-01-29,Johnny Preston,Running Bear,3
1960-01-30,Johnny Preston,Running Bear,3
1960-01-31,Johnny Preston,Running Bear,3
1960-02-01,Johnny Preston,Running Bear,3
1960-02-02,Johnny Preston,Running Bear,3
1960-02-03,Johnny Preston,Running Bear,3
1960-02-04,Johnny Preston,Running Bear,3
1960-02-05,Johnny Preston,Running Bear,3
1960-02-06,Johnny Preston,Running Bear,3
1960-02-07,Johnny Preston,Running Bear,3
1960-02-08,Mark Dinning,Teen Angel,2
1960-02-09,Mark Dinning,Teen Angel,2
1960-02-10,Mark Dinning,Teen Angel,2
1960-02-11,Mark Dinning,Teen Angel,2
1960-02-12,Mark Dinning,Teen Angel,2
1960-02-13,Mark Dinning,Teen Angel,2
1960-02-14,Mark Dinning,Teen Angel,2
1960-02-15,Mark Dinning,Teen Angel,2
1960-02-16,Mark Dinning,Teen Angel,2
1960-02-17,Mark Dinning,Teen Angel,2
1960-02-18,Mark Dinning,Teen Angel,2
1960-02-19,Mark Dinning,Teen Angel,2
1960-02-20,Mark Dinning,Teen Angel,2
1960-02-21,Mark Dinning,Teen Angel,2
1960-02-22,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-02-23,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-02-24,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-02-25,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-02-26,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-02-27,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-02-28,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-02-29,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-01,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-02,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-03,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-04,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-05,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-06,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-07,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-08,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-09,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-10,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-11,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-12,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-13,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-14,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-15,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-16,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-17,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-18,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-19,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-20,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-21,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-22,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-23,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-24,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-25,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-26,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-27,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-28,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-29,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-30,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-03-31,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-01,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-02,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-03,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-04,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-05,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-06,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-07,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-08,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-09,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-10,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-11,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-12,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-13,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-14,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-15,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-16,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-17,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-18,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-19,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-20,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-21,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-22,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-23,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-24,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
1960-04-25,Elvis Presley With The Jordanaires,Stuck On You,4
1960-04-26,Elvis Presley With The Jordanaires,Stuck On You,4
1960-04-27,Elvis Presley With The Jordanaires,Stuck On You,4
1960-04-28,Elvis Presley With The Jordanaires,Stuck On You,4
1960-04-29,Elvis Presley With The Jordanaires,Stuck On You,4
1960-04-30,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-01,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-02,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-03,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-04,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-05,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-06,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-07,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-08,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-09,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-10,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-11,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-12,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-13,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-14,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-15,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-16,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-17,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-18,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-19,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-20,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-21,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-22,Elvis Presley With The Jordanaires,Stuck On You,4
1960-05-23,The Everly Brothers,Cathy's Clown,5
1960-05-24,The Everly Brothers,Cathy's Clown,5
1960-05-25,The Everly Brothers,Cathy's Clown,5
1960-05-26,The Everly Brothers,Cathy's Clown,5
1960-05-27,The Everly Brothers,Cathy's Clown,5
1960-05-28,The Everly Brothers,Cathy's Clown,5
1960-05-29,The Everly Brothers,Cathy's Clown,5
1960-05-30,The Everly Brothers,Cathy's Clown,5
1960-05-31,The Everly Brothers,Cathy's Clown,5
1960-06-01,The Everly Brothers,Cathy's Clown,5
1960-06-02,The Everly Brothers,Cathy's Clown,5
1960-06-03,The Everly Brothers,Cathy's Clown,5
1960-06-04,The Everly Brothers,Cathy's Clown,5
1960-06-05,The Everly Brothers,Cathy's Clown,5
1960-06-06,The Everly Brothers,Cathy's Clown,5
1960-06-07,The Everly Brothers,Cathy's Clown,5
1960-06-08,The Everly Brothers,Cathy's Clown,5
1960-06-09,The Everly Brothers,Cathy's Clown,5
1960-06-10,The Everly Brothers,Cathy's Clown,5
1960-06-11,The Everly Brothers,Cathy's Clown,5
1960-06-12,The Everly Brothers,Cathy's Clown,5
1960-06-13,The Everly Brothers,Cathy's Clown,5
1960-06-14,The Everly Brothers,Cathy's Clown,5
1960-06-15,The Everly Brothers,Cathy's Clown,5
1960-06-16,The Everly Brothers,Cathy's Clown,5
1960-06-17,The Everly Brothers,Cathy's Clown,5
1960-06-18,The Everly Brothers,Cathy's Clown,5
1960-06-19,The Everly Brothers,Cathy's Clown,5
1960-06-20,The Everly Brothers,Cathy's Clown,5
1960-06-21,The Everly Brothers,Cathy's Clown,5
1960-06-22,The Everly Brothers,Cathy's Clown,5
1960-06-23,The Everly Brothers,Cathy's Clown,5
1960-06-24,The Everly Brothers,Cathy's Clown,5
1960-06-25,The Everly Brothers,Cathy's Clown,5
1960-06-26,The Everly Brothers,Cathy's Clown,5
1960-06-27,Connie Francis,Everybody's Somebody's Fool,2
1960-06-28,Connie Francis,Everybody's Somebody's Fool,2
1960-06-29,Connie Francis,Everybody's Somebody's Fool,2
1960-06-30,Connie Francis,Everybody's Somebody's Fool,2
1960-07-01,Connie Francis,Everybody's Somebody's Fool,2
1960-07-02,Connie Francis,Everybody's Somebody's Fool,2
1960-07-03,Connie Francis,Everybody's Somebody's Fool,2
1960-07-04,Connie Francis,Everybody's Somebody's Fool,2
1960-07-05,Connie Francis,Everybody's Somebody's Fool,2
1960-07-06,Connie Francis,Everybody's Somebody's Fool,2
1960-07-07,Connie Francis,Everybody's Somebody's Fool,2
1960-07-08,Connie Francis,Everybody's Somebody's Fool,2
1960-07-09,Connie Francis,Everybody's Somebody's Fool,2
1960-07-10,Connie Francis,Everybody's Somebody's Fool,2
1960-07-11,Hollywood Argyles,Alley-Oop,1
1960-07-12,Hollywood Argyles,Alley-Oop,1
1960-07-13,Hollywood Argyles,Alley-Oop,1
1960-07-14,Hollywood Argyles,Alley-Oop,1
1960-07-15,Hollywood Argyles,Alley-Oop,1
1960-07-16,Hollywood Argyles,Alley-Oop,1
1960-07-17,Hollywood Argyles,Alley-Oop,1
1960-07-18,Brenda Lee,I'm Sorry,4
1960-07-19,Brenda Lee,I'm Sorry,4
1960-07-20,Brenda Lee,I'm Sorry,4
1960-07-21,Brenda Lee,I'm Sorry,4
1960-07-22,Brenda Lee,I'm Sorry,4
1960-07-23,Brenda Lee,I'm Sorry,4
1960-07-24,Brenda Lee,I'm Sorry,4
1960-07-25,Brenda Lee,I'm Sorry,4
1960-07-26,Brenda Lee,I'm Sorry,4
1960-07-27,Brenda Lee,I'm Sorry,4
1960-07-28,Brenda Lee,I'm Sorry,4
1960-07-29,Brenda Lee,I'm Sorry,4
1960-07-30,Brenda Lee,I'm Sorry,4
1960-07-31,Brenda Lee,I'm Sorry,4
1960-08-01,Brenda Lee,I'm Sorry,4
1960-08-02,Brenda Lee,I'm Sorry,4
1960-08-03,Brenda Lee,I'm Sorry,4
1960-08-04,Brenda Lee,I'm Sorry,4
1960-08-05,Brenda Lee,I'm Sorry,4
1960-08-06,Brenda Lee,I'm Sorry,4
1960-08-07,Brenda Lee,I'm Sorry,4
1960-08-08,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,1
1960-08-09,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,1
1960-08-10,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,1
1960-08-11,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,1
1960-08-12,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,1
1960-08-13,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,1
1960-08-14,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,1
1960-08-15,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-08-16,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-08-17,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-08-18,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-08-19,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-08-20,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-08-21,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-08-22,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-08-23,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-08-24,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-08-25,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-08-26,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-08-27,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-08-28,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-08-29,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-08-30,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-08-31,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-01,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-02,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-03,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-04,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-05,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-06,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-07,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-08,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-09,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-10,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-11,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-12,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-13,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-14,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-15,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-16,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-17,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-18,Elvis Presley With The Jordanaires,It's Now Or Never,5
1960-09-19,Chubby Checker,The Twist,3
1960-09-20,Chubby Checker,The Twist,3
1960-09-21,Chubby Checker,The Twist,3
1960-09-22,Chubby Checker,The Twist,3
1960-09-23,Chubby Checker,The Twist,3
1960-09-24,Chubby Checker,The Twist,3
1960-09-25,Chubby Checker,The Twist,3
1960-09-26,Connie Francis,My Heart Has A Mind Of Its Own,2
1960-09-27,Connie Francis,My Heart Has A Mind Of Its Own,2
1960-09-28,Connie Francis,My Heart Has A Mind Of Its Own,2
1960-09-29,Connie Francis,My Heart Has A Mind Of Its Own,2
1960-09-30,Connie Francis,My Heart Has A Mind Of Its Own,2
1960-10-01,Connie Francis,My Heart Has A Mind Of Its Own,2
1960-10-02,Connie Francis,My Heart Has A Mind Of Its Own,2
1960-10-03,Connie Francis,My Heart Has A Mind Of Its Own,2
1960-10-04,Connie Francis,My Heart Has A Mind Of Its Own,2
1960-10-05,Connie Francis,My Heart Has A Mind Of Its Own,2
1960-10-06,Connie Francis,My Heart Has A Mind Of Its Own,2
1960-10-07,Connie Francis,My Heart Has A Mind Of Its Own,2
1960-10-08,Connie Francis,My Heart Has A Mind Of Its Own,2
1960-10-09,Connie Francis,My Heart Has A Mind Of Its Own,2
1960-10-10,Larry Verne,Mr. Custer,1
1960-10-11,Larry Verne,Mr. Custer,1
1960-10-12,Larry Verne,Mr. Custer,1
1960-10-13,Larry Verne,Mr. Custer,1
1960-10-14,Larry Verne,Mr. Custer,1
1960-10-15,Larry Verne,Mr. Custer,1
1960-10-16,Larry Verne,Mr. Custer,1
1960-10-17,The Drifters,Save The Last Dance For Me,3
1960-10-18,The Drifters,Save The Last Dance For Me,3
1960-10-19,The Drifters,Save The Last Dance For Me,3
1960-10-20,The Drifters,Save The Last Dance For Me,3
1960-10-21,The Drifters,Save The Last Dance For Me,3
1960-10-22,The Drifters,Save The Last Dance For Me,3
1960-10-23,The Drifters,Save The Last Dance For Me,3
1960-10-24,Brenda Lee,I Want To Be Wanted,1
1960-10-25,Brenda Lee,I Want To Be Wanted,1
1960-10-26,Brenda Lee,I Want To Be Wanted,1
1960-10-27,Brenda Lee,I Want To Be Wanted,1
1960-10-28,Brenda Lee,I Want To Be Wanted,1
1960-10-29,Brenda Lee,I Want To Be Wanted,1
1960-10-30,Brenda Lee,I Want To Be Wanted,1
1960-10-31,The Drifters,Save The Last Dance For Me,3
1960-11-01,The Drifters,Save The Last Dance For Me,3
1960-11-02,The Drifters,Save The Last Dance For Me,3
1960-11-03,The Drifters,Save The Last Dance For Me,3
1960-11-04,The Drifters,Save The Last Dance For Me,3
1960-11-05,The Drifters,Save The Last Dance For Me,3
1960-11-06,The Drifters,Save The Last Dance For Me,3
1960-11-07,The Drifters,Save The Last Dance For Me,3
1960-11-08,The Drifters,Save The Last Dance For Me,3
1960-11-09,The Drifters,Save The Last Dance For Me,3
1960-11-10,The Drifters,Save The Last Dance For Me,3
1960-11-11,The Drifters,Save The Last Dance For Me,3
1960-11-12,The Drifters,Save The Last Dance For Me,3
1960-11-13,The Drifters,Save The Last Dance For Me,3
1960-11-14,Ray Charles,Georgia On My Mind,1
1960-11-15,Ray Charles,Georgia On My Mind,1
1960-11-16,Ray Charles,Georgia On My Mind,1
1960-11-17,Ray Charles,Georgia On My Mind,1
1960-11-18,Ray Charles,Georgia On My Mind,1
1960-11-19,Ray Charles,Georgia On My Mind,1
1960-11-20,Ray Charles,Georgia On My Mind,1
1960-11-21,Maurice Williams & The Zodiacs,Stay,1
1960-11-22,Maurice Williams & The Zodiacs,Stay,1
1960-11-23,Maurice Williams & The Zodiacs,Stay,1
1960-11-24,Maurice Williams & The Zodiacs,Stay,1
1960-11-25,Maurice Williams & The Zodiacs,Stay,1
1960-11-26,Maurice Williams & The Zodiacs,Stay,1
1960-11-27,Maurice Williams & The Zodiacs,Stay,1
1960-11-28,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-11-29,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-11-30,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-01,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-02,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-03,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-04,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-05,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-06,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-07,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-08,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-09,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-10,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-11,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-12,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-13,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-14,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-15,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-16,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-17,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-18,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-19,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-20,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
1960-12-21,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
